chunk_id,text
328,world least mathematical world sometimes less obvious object need interact case need different development plan way discovered function interface encapsulation generalization discover class interface data encapsulation markov analysis section provides good example download code httpsthinkpythoncomcodemarkovpy ’ see us two global variable — suffixmap prefix — read written several function suffixmap prefix variable global run one analysis time read two text preﬁxes sufﬁxes would added data structure make interesting generated text run multiple analysis keep separate encapsulate state analysis object ’ look like class markov def initself selfsuffixmap selfprefix next transform function method example ’ sprocessword def processwordself word order lenselfprefix order selfprefix word return
329,selfprefix next transform function method example ’ sprocessword def processwordself word order lenselfprefix order selfprefix word return chapter inheritance try selfsuffixmapselfprefixappendword except keyerror entry prefix make one selfsuffixmapselfprefix word selfprefix shiftselfprefix word transforming program like — changing design without changing behavior — another example refactoring see section example suggests development plan designing object method start writing function read write global variable necessary get program working look association global variable function use encapsulate related variable attribute object transform associated function method new class exercise download markov code httpsthinkpythoncomcode markovpy follow step described encapsulate global variable
330,associated function method new class exercise download markov code httpsthinkpythoncomcode markovpy follow step described encapsulate global variable attribute new class called markov solution httpsthinkpythoncomcode markovpy glossary encode represent one set value using another set value constructing map ping class attribute attribute associated class object class attribute deﬁned inside class deﬁnition outside method instance attribute attribute associated instance class veneer method function provides different interface another function much computation inheritance ability deﬁne new class modiﬁed version previously deﬁned class parent class class child class inherits child class new class created inheriting existing class also called “ sub class ” isa relationship relationship child
331,class child class inherits child class new class created inheriting existing class also called “ sub class ” isa relationship relationship child class parent class hasa relationship relationship two class instance one class con tain reference instance dependency relationship two class instance one class use stance class store attribute exercise class diagram diagram show class program relationship tween multiplicity notation class diagram show hasa relationship many reference instance another class data encapsulation program development plan involves prototype using global variable ﬁnal version make global variable instance attribute exercise exercise following program draw uml class diagram show class relationship among class pingpongparent pas class pingpingpongparent def initself pong
332,exercise following program draw uml class diagram show class relationship among class pingpongparent pas class pingpingpongparent def initself pong selfpong pong class pongpingpongparent def initself pingsnone ping none selfpings else selfpings ping def addpingself ping selfpingsappendping pong pong ping pingpong pongaddpingping exercise write deck method called dealhands take two parameter number hand number card per hand create appropriate number hand object deal appropriate number card per hand return list hand exercise following possible hand poker increasing order value decreasing order probability pair two card rank two pair two pair card rank three kind three card rank straight ﬁve card rank sequence ace high low ace straight jackqueenkingace queenkingace ﬂush ﬁve card suit full
333,card rank three kind three card rank straight ﬁve card rank sequence ace high low ace straight jackqueenkingace queenkingace ﬂush ﬁve card suit full house three card one rank two card another chapter inheritance four kind four card rank straight ﬂush ﬁve card sequence deﬁned suit goal exercise estimate probability drawing various hand download following ﬁles http thinkpython com code cardpy complete version card deck hand class chapter pokerhandpy incomplete implementation class represents poker hand code test run pokerhandpy deal seven card poker hand check see contains ﬂush read code carefully go add method pokerhandpy named haspair hastwopair etc return true false according whether hand meet relevant criterion code work correctly “ hand ” contain number card although common size write
334,etc return true false according whether hand meet relevant criterion code work correctly “ hand ” contain number card although common size write method named classify ﬁgures highestvalue classiﬁcation hand set label attribute accordingly example card hand might contain ﬂush pair labeled “ ﬂush ” convinced classiﬁcation method working next step esti mate probability various hand write function pokerhandpy shufﬂes deck card divide hand classiﬁes hand count number time various classiﬁcations appear print table classiﬁcations probability run program larger larger number hand output value converge reasonable degree accu racy compare result value http en wikipedia org wiki hand ranking solution http thinkpython com code pokerhandsoln pychapter goody one goal book teach little python possible
335,http en wikipedia org wiki hand ranking solution http thinkpython com code pokerhandsoln pychapter goody one goal book teach little python possible two way something picked one avoided mentioning sometimes put second one exercise want go back good bit got left behind python provides number feature really necessary — write good code without — sometimes write code ’ concise readable efﬁcient sometimes three conditional expression saw conditional statement section conditional statement often used choose one two value example x mathlogx else float nan statement check whether x positive computes mathlog mathlog would raise valueerror avoid stopping program generate “ nan ” special ﬂoatingpoint value represents “ number ” write statement concisely using conditional expression mathlogx x else
336,program generate “ nan ” special ﬂoatingpoint value represents “ number ” write statement concisely using conditional expression mathlogx x else float nan almost read line like english “ get logx x greater otherwise get nan ” recursive function sometimes rewritten using conditional expression exam ple recursive version factorial def factorialn n return else return n factorialn chapter goody rewrite like def factorialn return n else n factorialn another use conditional expression handling optional argument example init method goodkangaroo see exercise def initself name contentsnone selfname name content none content selfpouchcontents content rewrite one like def initself name contentsnone selfname name selfpouchcontents content none else content general replace conditional statement
337,rewrite one like def initself name contentsnone selfname name selfpouchcontents content none else content general replace conditional statement conditional expression branch contain simple expression either returned assigned vari able list comprehension section saw map ﬁlter pattern example function take list string map string method capitalize element return new list string def capitalizeallt re resappendscapitalize return re write concisely using list comprehension def capitalizeallt return scapitalize bracket operator indicate constructing new list expression inside bracket speciﬁes element list clause indicates sequence traversing syntax list comprehension little awkward loop variable example appears expression get deﬁnition list comprehension also used ﬁltering example function
338,list comprehension little awkward loop variable example appears expression get deﬁnition list comprehension also used ﬁltering example function selects element upper case return new list def onlyuppert re sisupper resappends return re generator expression rewrite using list comprehension def onlyuppert return sisupper list comprehension concise easy read least simple expression usually faster equivalent loop sometimes much faster mad mentioning earlier understand defense list comprehension harder debug ’ put print statement inside loop suggest use computation simple enough likely get right ﬁrst time beginner mean never generator expression generator expression similar list comprehension parenthesis instead square bracket g x x range g xfcac result generator object know iterate sequence
339,generator expression similar list comprehension parenthesis instead square bracket g x x range g xfcac result generator object know iterate sequence value unlike list comprehension compute value wait asked builtin function next get next value generator nextg nextg get end sequence next raise stopiteration exception also use loop iterate value val g printval generator object keep track sequence loop pick next left generator exhausted continues raise stopiteration nextg stopiteration generator expression often used function like sum max min sumx x range python provides builtin function take sequence boolean value turn true value true work list chapter goody anyfalse false true true often used generator expression anyletter letter monty true example ’ useful thing operator could use rewrite
340,chapter goody anyfalse false true true often used generator expression anyletter letter monty true example ’ useful thing operator could use rewrite search function wrote section example could write avoids like def avoidsword forbidden return anyletter forbidden letter word function almost read like english “ word avoids forbidden forbid den letter word ” using generator expression efﬁcient stop immediately ﬁnds true value ’ evaluate whole sequence python provides another builtin function return true every element sequence true exercise use rewrite usesall section set section use dictionary ﬁnd word appear document word list function wrote take contains word document key contains list word return dictionary contains key def subtractd re dict key key reskey none return re dictionary value
341,contains word document key contains list word return dictionary contains key def subtractd re dict key key reskey none return re dictionary value none never use result waste storage space python provides another builtin type called set behaves like collection dic tionary key value adding element set fast checking membership set provide method operator compute common set operation example set subtraction available method called difference operator rewrite subtract like def subtractd return setd setd result set instead dictionary operation like iteration behavior exercise book done concisely efﬁciently set example solution hasduplicates exercise us dictionary counter def hasduplicatest x x return true dx true return false element appears ﬁrst time added dictionary element appears function
342,us dictionary counter def hasduplicatest x x return true dx true return false element appears ﬁrst time added dictionary element appears function return true using set write function like def hasduplicatest return lensett lent element appear set element int appears set smaller duplicate set size also use set exercise chapter example ’ version usesonly loop def usesonlyword available letter word letter available return false return true usesonly check whether letter word available rewrite like def usesonlyword available return setword setavailable operator check whether one set subset another including possibility equal true letter word appear available exercise rewrite avoids using set counter counter like set except element appears counter keep track many time appears familiar
343,word appear available exercise rewrite avoids using set counter counter like set except element appears counter keep track many time appears familiar mathematical idea multiset counter natural way represent multiset counter deﬁned standard module calledcollections import initialize counter string list anything else support iteration collection import counter count counter parrot count counterr p counter behave like dictionary many way map key number time appears dictionary key hashable unlike dictionary counter ’ raise exception access element ’ appear instead return chapter goody count use counter rewrite isanagram exercise def isanagramword word return counterword counterword two word anagram contain letter count counter equivalent counter provide method operator perform setlike
344,word return counterword counterword two word anagram contain letter count counter equivalent counter provide method operator perform setlike operation including ad dition subtraction union intersection provide oftenuseful method mostcommon return list valuefrequency pair sorted common least count counter parrot val freq countmostcommon printval freq r p defaultdict collection module also provides defaultdict like dictionary except access key ’ exist generate new value ﬂy create defaultdict provide function ’ used create new value function used create object sometimes called factory builtin function create list set type used factory collection import defaultdict defaultdictlist notice argument list class object list new list function provide ’ get called unless access key ’ exist new key
345,import defaultdict defaultdictlist notice argument list class object list new list function provide ’ get called unless access key ’ exist new key new list ’ calling also added dictionary modify change appears tappend new value defaultdict new key new value making dictionary list often write simpler code usingdefaultdict solution exercise get fromhttpsthinkpythoncomcode anagramsetspy make dictionary map sorted string letter list word spelled letter example ’ opst ’ map list ’ opts ’ ’ post ’ ’ pot ’ ’ spot ’ ’ stop ’ ’ top ’ ’ original code named tuples def allanagramsfilename line openfilename word linestriplower signatureword dt word else dtappendword return simpliﬁed using setdefault might used exercise def allanagramsfilename line openfilename word linestriplower signatureword
346,else dtappendword return simpliﬁed using setdefault might used exercise def allanagramsfilename line openfilename word linestriplower signatureword dsetdefaultt appendword return solution drawback make new list every time regardless whether needed list ’ big deal factory function complicated might avoid problem simplify code using defaultdict def allanagramsfilename defaultdictlist line openfilename word linestriplower signatureword dtappendword return solution exercise download httpsthinkpythoncom codepokerhandsolnpy us setdefault function hasstraightflush solu tion drawback creating hand object every time loop whether needed exercise rewrite using defaultdict named tuples many simple object basically collection related value example point object deﬁned chapter contains two number x
347,using defaultdict named tuples many simple object basically collection related value example point object deﬁned chapter contains two number x deﬁne class like usually start init method str method class point def initself x selfx x selfy def strself return g g selfx selfy chapter goody lot code convey small amount information python provides concise way say thing collection import namedtuple point namedtuple point x ﬁrst argument name class want create second list attribute point object string return value fromnamedtuple class object point point automatically provides method like init str ’ write create point object use point class function p point p pointx init method assigns argument attribute using name provided str method print representation point object attribute access element
348,p point p pointx init method assigns argument attribute using name provided str method print representation point object attribute access element named tuple name px py also treat named tuple tuple p p x p x named tuples provide quick way deﬁne simple class drawback simple class ’ always stay simple might decide later want add method named tuple case could deﬁne new class inherits named tuple class pointierpoint add method could switch conventional class deﬁnition gathering keyword args section saw write function gather argument tuple def printallargs printargs call function number positional argument argument ’ keywords glossary printall operator ’ gather keyword argument printall third typeerror printall got unexpected keyword argument third gather keyword argument use operator def
349,operator ’ gather keyword argument printall third typeerror printall got unexpected keyword argument third gather keyword argument use operator def printallargs kwargs printargs kwargs call keyword gathering parameter anything want butkwargs common choice result dictionary map keywords value printall third third dictionary keywords value use scatter operator call function dictx pointd pointx without scatter operator function would treatd single positional argument would assign x complain ’ nothing assign toy dictx pointd traceback recent call last file line typeerror new missing required positional argument working function large number parameter often useful create pas around dictionary specify frequently used option glossary conditional expression expression one two value depending
350,parameter often useful create pas around dictionary specify frequently used option glossary conditional expression expression one two value depending condi tion list comprehension expression loop square bracket yield new list generator expression expression loop parenthesis yield genus tor object multiset mathematical entity represents mapping element set number time appear factory function usually passed parameter used create object chapter goody exercise exercise following function computes binomial coefﬁcient recursively def binomialcoeffn k compute binomial coefficient n choose k n number trial k number success return int k return n return re binomialcoeffn k binomialcoeffn k return re rewrite body function using nested conditional expression one note function efﬁcient end computing
351,re binomialcoeffn k binomialcoeffn k return re rewrite body function using nested conditional expression one note function efﬁcient end computing value could make efﬁcient memoizing see section ﬁnd ’ harder memoize write using conditional expressionsappendix debugging debugging distinguish among different kind error order track quickly • syntax error discovered interpreter translating source code byte code indicate something wrong structure program example omitting colon end def statement generates somewhat redundant message syntaxerror invalid syntax • runtime error produced interpreter something go wrong program running runtime error message include information error occurred function executing example inﬁnite recur sion eventually cause runtime error “ maximum recursion depth exceeded
352,include information error occurred function executing example inﬁnite recur sion eventually cause runtime error “ maximum recursion depth exceeded ” • semantic error problem program run without producing error me sage ’ right thing example expression may evaluated order expect yielding incorrect result ﬁrst step debugging ﬁgure kind error dealing al though following section organized error type technique applicable one situation syntax error syntax error usually easy ﬁx ﬁgure unfortunately error message often helpful common message syntaxerror invalid syntax syntaxerror invalid token neither informa tive hand message tell program problem occurred actually tell python noticed problem necessarily error sometimes error prior location error message often preceding line appendix debugging
353,occurred actually tell python noticed problem necessarily error sometimes error prior location error message often preceding line appendix debugging building program incrementally good idea error last line added copying code book start comparing code book ’ code carefully check every character time remember book might wrong see something look like syntax error might way avoid common syntax error make sure using python keyword variable name check colon end header every compound statement including def statement make sure string code matching quotation mark make sure quotation mark “ straight quote ” “ curly quote ” multiline string triple quote single double make sure terminated string properly unterminated string may cause invalid token error end program may treat following part program
354,single double make sure terminated string properly unterminated string may cause invalid token error end program may treat following part program string come next string second case might produce error message unclosed opening operator — — make python continue next line part current statement generally error occurs almost immediately next line check classic instead inside conditional check indentation make sure line way supposed python handle space tab mix cause problem best way avoid problem use text editor know python generates consistent indentation nonascii character code including string comment might cause problem although python usually handle nonascii character careful paste text web page source nothing work move next section keep making change make difference interpreter say
355,handle nonascii character careful paste text web page source nothing work move next section keep making change make difference interpreter say error ’ see might interpreter looking code check programming environment make sure program editing one python trying run sure try putting obvious deliberate syntax error beginning program run interpreter ’ ﬁnd new error running new code likely culprit • edited ﬁle forgot save change running programming environment ’ ta runtime error • changed name ﬁle still running old name • something development environment conﬁgured incorrectly • writing module using import make sure ’ give module name one standard python module • using import read module remember restart interpreter use reload read modiﬁed ﬁle import module ’ anything get stuck ’ ﬁgure going
356,python module • using import read module remember restart interpreter use reload read modiﬁed ﬁle import module ’ anything get stuck ’ ﬁgure going one approach start new program like “ hello world ” make sure get known program run gradually add piece original program new one runtime error program syntactically correct python read least start running could possibly go wrong program absolutely nothing problem common ﬁle consists function class actually invoke function start execution may intentional plan import module supply class function intentional make sure function call program make sure ﬂow execution reach see “ flow execution ” program hang program stop seems nothing “ hanging ” often mean caught inﬁnite loop inﬁnite recursion • particular loop suspect problem add print statement
357,hang program stop seems nothing “ hanging ” often mean caught inﬁnite loop inﬁnite recursion • particular loop suspect problem add print statement immediately loop say “ entering loop ” another immediately say “ exiting loop ” run program get ﬁrst message second ’ got inﬁnite loop go “ inﬁnite loop ” section • time inﬁnite recursion cause program run produce “ runtimeerror maximum recursion depth exceeded ” error happens go “ inﬁnite recursion ” section getting error suspect problem recursive method function still use technique “ inﬁnite recursion ” sec tion • neither step work start testing loop recursive function method • ’ work possible ’ understand ﬂow execu tion program go “ flow execution ” section appendix debugging inﬁnite loop think inﬁnite loop think know loop causing problem
358,’ understand ﬂow execu tion program go “ flow execution ” section appendix debugging inﬁnite loop think inﬁnite loop think know loop causing problem add print statement end loop print value variable condition value condition example x something x something printx x printy printcondition x run program see three line output time loop last time loop condition false loop keep going able see value x might ﬁgure updated correctly inﬁnite recursion time inﬁnite recursion cause program run produce maximum recursion depth exceeded error suspect function causing inﬁnite recursion make sure base case condition cause function return without making recursive invocation need rethink algorithm identify base case base case program ’ seem reaching add print state ment beginning function print parameter
359,invocation need rethink algorithm identify base case base case program ’ seem reaching add print state ment beginning function print parameter run program see line output every time function invoked see parameter value parameter moving toward base case get idea flow execution sure ﬂow execution moving program add print statement beginning function message like “ entering function foo ” foo name function run program print trace function invoked run program get exception something go wrong runtime python print message includes name exception line program problem occurred traceback traceback identiﬁes function currently running function called function called word trace thea runtime error sequence function call got including line number ﬁle call occurred ﬁrst step examine place program error
360,called word trace thea runtime error sequence function call got including line number ﬁle call occurred ﬁrst step examine place program error occurred see ﬁgure happened common runtime error nameerror trying use variable ’ exist current environment check name spelled right least consistently remember local variable local refer outside function deﬁned typeerror several possible cause • trying use value improperly example indexing string list tuple something integer • mismatch item format string item passed conversion happen either number item match invalid conversion called • passing wrong number argument function method look method deﬁnition check ﬁrst parameter self look method invocation make sure invoking method object right type providing argument correctly keyerror trying access
361,check ﬁrst parameter self look method invocation make sure invoking method object right type providing argument correctly keyerror trying access element dictionary using key dictio nary contain key string remember capitalization matter attributeerror trying access attribute method exist check spelling use builtin functionvars list attribute exist attributeerror indicates object nonetype mean none problem attribute name object reason object none might forgot return value func tion get end function without hitting return statement return none another common cause using result list method like sort return none indexerror index using access list string tuple greater length minus one immediately site error add print statement display value index length array array right size index right value
362,string tuple greater length minus one immediately site error add print statement display value index length array array right size index right value python debugger pdb useful tracking exception allows examine state program immediately error read pdb httpsdocspythonorglibrarypdbhtml added many print statement get inundated output one problem using print statement debugging end buried output two way proceed simplify output simplify program appendix debugging simplify output remove comment outprint statement ’ help ing combine format output easier understand simplify program several thing first scale problem program working example searching list search small list program take input user give simplest input cause problem second clean program remove dead code reorganize program make easy
363,list search small list program take input user give simplest input cause problem second clean program remove dead code reorganize program make easy read possible example suspect problem deeply nested part program try rewriting part simpler structure suspect large function try splitting smaller function testing separately often process ﬁnding minimal test case lead bug ﬁnd program work one situation another give clue going similarly rewriting piece code help ﬁnd subtle bug make change think ’ affect program tip semantic error way semantic error hardest debug interpreter provides information wrong know program supposed ﬁrst step make connection program text behavior seeing need hypothesis program actually one thing make hard computer run fast often wish could slow program human speed
364,program text behavior seeing need hypothesis program actually one thing make hard computer run fast often wish could slow program human speed debugger time take insert wellplacedprint statement often short compared setting debugger inserting removing breakpoints “ stepping ” program error occurring program ’ work ask question • something program supposed ’ seem happening find section code performs function make sure executing think • something happening ’ find code program performs function see executing ’ • section code producing effect expected make sure understand code question especially involves function method python module read documentation function call try writing simple test case checking resultsa semantic error order program need mental model program work write program ’
365,function call try writing simple test case checking resultsa semantic error order program need mental model program work write program ’ expect often problem program ’ mental model best way correct mental model break program component usually function method test component independently ﬁnd discrepancy model reality solve problem course building testing component develop program encounter problem small amount new code known correct ’ got big hairy expression ’ expect writing complex expression ﬁne long readable hard debug often good idea break complex expression series assignment temporary variable example selfhandsiaddcardselfhandsselffindneighboripopcard rewritten neighbor selffindneighbori pickedcard selfhandsneighborpopcard selfhandsiaddcardpickedcard explicit version easier read
366,rewritten neighbor selffindneighbori pickedcard selfhandsneighborpopcard selfhandsiaddcardpickedcard explicit version easier read variable name provide additional docu mentation easier debug check type intermediate variable display value another problem occur big expression order evaluation may expect example translating expression x π python might write x mathpi correct multiplication division precedence evaluated left right expression computes xπ good way debug expression add parenthesis make order evaluation explicit x mathpi whenever sure order evaluation use parenthesis program correct sense intended also readable people ’ memorized order operation ’ got function ’ return expect return statement complex expression ’ chance print result returning use temporary variable example instead
367,operation ’ got function ’ return expect return statement complex expression ’ chance print result returning use temporary variable example instead return selfhandsiremovematches appendix debugging could write count selfhandsiremovematches return count opportunity display value count returning ’ really really stuck need help first try getting away computer minute computer emit wave affect brain causing symptom • frustration rage • superstitious belief “ computer hate ” magical thinking “ program work wear hat backward ” • random walk programming attempt program writing every possible pro gram choosing one right thing ﬁnd suffering symptom get go walk calm think program possible cause behavior last time working program next sometimes take time ﬁnd bug often ﬁnd bug away computer let mind
368,go walk calm think program possible cause behavior last time working program next sometimes take time ﬁnd bug often ﬁnd bug away computer let mind wander best place ﬁnd bug train shower bed fall asleep really need help happens even best programmer occasionally get stuck sometimes work program long ’ see error need fresh pair eye bring someone else make sure prepared program simple possible working smallest input cause error print statement appropriate place output produce comprehensible understand problem well enough describe concisely bring someone help sure give information need • error message part program indicate • last thing error occurred last line code wrote new test case fails • tried far learned ﬁnd bug take second think could done ﬁnd faster next time see something similar able
369,last line code wrote new test case fails • tried far learned ﬁnd bug take second think could done ﬁnd faster next time see something similar able ﬁnd bug quickly remember goal make program work goal learn make program workappendix b analysis algorithm appendix edited excerpt think complexity allen b downey also published ’ reilly medium done book might want move one analysis algorithm branch computer science study performance algorithm especially run time space requirement see httpenwikipedia orgwikianalysisofalgorithms practical goal algorithm analysis predict performance different algo rithms order guide design decision united state presidential campaign candidate barack obama asked perform impromptu analysis visited google chief executive eric schmidt jokingly asked “ efﬁcient way sort
370,campaign candidate barack obama asked perform impromptu analysis visited google chief executive eric schmidt jokingly asked “ efﬁcient way sort million bit integer ” obama apparently tipped quickly replied “ think bubble sort would wrong way go ” see httpwwwyoutubecomwatchvkrrintqc true bubble sort conceptually simple slow large datasets swer schmidt probably looking “ radix sort ” httpenwikipediaorgwiki radixsort goal algorithm analysis make meaningful comparison algorithm problem • relative performance algorithm might depend characteristic hardware one algorithm might faster machine another machine b general solution problem specify machine model analyze number step operation algorithm requires given model • relative performance might depend detail dataset example sorting algorithm run
371,model analyze number step operation algorithm requires given model • relative performance might depend detail dataset example sorting algorithm run faster data already partially sorted algorithm get question like interview think better answer “ fastest way sort million integer use whatever sort function provided language ’ using performance good enough vast majority application turned application slow would use proﬁler see time spent looked like faster sort algorithm would signiﬁcant effect performance would look around good implementation radix sort ” appendix b analysis algorithm run slower case common way avoid problem analyze theworst case scenario sometimes useful analyze average case performance ’ usually harder might obvious set case average • relative performance also depends size
372,scenario sometimes useful analyze average case performance ’ usually harder might obvious set case average • relative performance also depends size problem sorting algorithm fast small list might slow long list usual solution problem express run time number operation function problem size group function category depending quickly grow problem size increase good thing kind comparison lends simple classiﬁcation algorithm example know run time algorithm tends pro portional size input n algorithm b tends proportional n expect faster b least large value n kind analysis come caveat ’ get later b order growth suppose analyzed two algorithm expressed run time term size input algorithm take n step solve problem size n algo rithm b take n n step following table show run time algorithm different
373,run time term size input algorithm take n step solve problem size n algo rithm b take n n step following table show run time algorithm different problem size input run time run time size algorithm algorithm b n algorithm look pretty bad take almost time longer algorithm b n larger value much better fundamental reason large value n function contains n term grow faster function whose leading term leading term term highest exponent algorithm leading term large coefﬁcient b better small n regardless coefﬁcients always value n bn value b argument applies nonleading term even run time algorithm n would still better algorithm b sufﬁciently large n general expect algorithm smaller leading term better algorithm large problem smaller problem may crossover point another algorithm better location
374,n general expect algorithm smaller leading term better algorithm large problem smaller problem may crossover point another algorithm better location crossover point depends detail algo rithms input hardware usually ignored purpose algorithmic analysis ’ mean forget itb order growth two algorithm leading order term hard say better answer depends detail algorithmic analysis function leading term considered equivalent even different coefﬁcients order growth set function whose growth behavior considered equivalent example n n n belong order growth writtenon bigoh notation often called linear every function set grows linearly n function leading term n belong called quadratic following table show order growth appear commonly algorithmic analysis increasing order badness order name growth
375,term n belong called quadratic following table show order growth appear commonly algorithmic analysis increasing order badness order name growth constant ologb n logarithmic b linear logb n linearithmic quadratic cubic ocn exponential c logarithmic term base logarithm ’ matter changing base equivalent multiplying constant ’ change order growth sim ilarly exponential function belong order growth regardless base exponent exponential function grow quickly exponential algorithm useful small problem exercise b read wikipedia page bigoh notation http en wikipedia org wiki big notation answer following question order growth n n n n n n order growth n n· n start multiplying remember need leading term f g unspeciﬁed function g say f b b constant f f og say f f f og f oh say f f f og f oh say f · f
376,n n· n start multiplying remember need leading term f g unspeciﬁed function g say f b b constant f f og say f f f og f oh say f f f og f oh say f · f programmer care performance often ﬁnd kind analysis hard swal low point sometimes coefﬁcients nonleading term make real difference sometimes detail hardware programming language characteristic input make big difference small problem order growth irrelevant keep caveat mind algorithmic analysis useful tool least large problem “ better ” algorithm usually better sometimes much better difference two algorithm order growth usually constant factor difference good algorithm bad algorithm unbounded appendix b analysis algorithm b analysis basic python operation python arithmetic operation constant time multiplication usually take longer addition
377,appendix b analysis algorithm b analysis basic python operation python arithmetic operation constant time multiplication usually take longer addition subtraction division take even longer run time ’ depend magnitude operand large integer exception case run time increase number digit indexing operation — reading writing element sequence dictionary — also constant time regardless size data structure loop traverse sequence dictionary usually linear long operation body loop constant time example adding element list linear total x total x builtin function sum also linear thing tends faster efﬁcient implementation language algorithmic analysis smaller leading coefﬁcient rule thumb body loop inona whole loop ona exception show loop exit constant number iteration loop run k time regardless n loop
378,leading coefﬁcient rule thumb body loop inona whole loop ona exception show loop exit constant number iteration loop run k time regardless n loop ona even large k multiplying k ’ change order growth neither dividing body loop ona run nk time loop ona even large k string tuple operation linear except indexing len constant time builtin function min max linear runtime slice operation proportional length output independent size input string concatenation linear run time depends sum length operand string method linear length string bounded constant — example operation single character — considered constant time string method join linear run time depends total length string list method linear exception • adding element end list constant time average run room occasionally get copied bigger
379,time depends total length string list method linear exception • adding element end list constant time average run room occasionally get copied bigger location total time n operation average time operation • removing element end list constant time • sorting log n dictionary operation method constant time exception • run time update proportional size dictionary passed pa rameter dictionary updated • key value item constant time return iterators loop iterators loop linearb analysis search algorithm performance dictionary one minor miracle computer science see work section b exercise b read wikipedia page sorting algorithm http en wikipedia org wiki sorting algorithm answer following question “ comparison sort ” best worstcase order growth comparison sort best worstcase order growth sort
380,org wiki sorting algorithm answer following question “ comparison sort ” best worstcase order growth comparison sort best worstcase order growth sort algorithm order growth bubble sort barack obama think “ wrong way go ” order growth radix sort precondition need use stable sort might matter practice worst sorting algorithm name sort algorithm c library use sort algorithm python use algorithm stable might google around ﬁnd answer many noncomparison sort linear python use log n compar ison sort b analysis search algorithm search algorithm take collection target item determines whether target collection often returning index target simplest search algorithm “ linear search ” traverse item collec tion order stopping ﬁnds target worst case traverse entire collection run time linear operator
381,algorithm “ linear search ” traverse item collec tion order stopping ﬁnds target worst case traverse entire collection run time linear operator sequence us linear search string method like find count element sequence order use bisection search olog n bisection search similar algorithm might use look word dictionary paper dictionary data structure instead starting ginning checking item order start item middle check whether word looking come come search ﬁrst half sequence otherwise search second half either way cut number remaining item half sequence item take step ﬁnd word conclude ’ ’ time faster linear search bisection search much faster linear search requires sequence order might require extra work another data structure called hashtable even faster — search constant time — ’ require
382,linear search requires sequence order might require extra work another data structure called hashtable even faster — search constant time — ’ require item sorted python dictionary implemented using hashtables dictionary operation including operator constant time appendix b analysis algorithm b hashtables explain hashtables work performance good start simple implementation map gradually improve ’ hashtable use python demonstrate implementation real life ’ write code like python would use dictionary rest chapter imagine dictionary ’ exist want implement data structure map key value operation implement addk v add new item map key k value v python dictionary operation written dk v getk look return value corresponds keyk python dictionary operation written dk dgetk assume key appears simplest
383,dictionary operation written dk v getk look return value corresponds keyk python dictionary operation written dk dgetk assume key appears simplest implementation interface us list tuples tuple keyvalue pair class linearmap def initself selfitems def addself k v selfitemsappendk v def getself k key val selfitems key k return val raise keyerror add appends keyvalue tuple list item take constant time get us loop search list ﬁnds target key return corresponding value otherwise raise keyerror get linear alternative keep list sorted key thenget could use bisection search olog n inserting new item middle list linear might best option data structure implement add get log time ’ still good constant time let ’ move one way improve linearmap break list keyvalue pair smaller list ’ implementation
